CLE_ECO,REG_ECOL,LONGITUDE,LATITUDE,ALTITUDE,EXPOSITION,VERSANT,SITUATION,FORME_PENT,CLASS_PENT,FORCE_PENT,PENT_ARRI,HUMUS,HUMUS_EPAI,INDURATION,PIER_PRC,DENSITE,CLASSE_AGE,SUBMERSION,SEEPAGE
21004303,3d,-70.92683632,45.75835002,700,O,M,5,R,F,42,3,MR,12,NO,50,C,70,10,NON_SP
21004304,3d,-70.92529149,45.75974598,760,O,H,4,R,D,25,2,MR,12,NO,40,D,70,10,NON_SP
21004305,3d,-70.92408892,45.76083021,770,N,H,4,I,E,33,2,MR,9,NO,60,D,50,10,NON_SP
21004306,3d,-70.91979376,45.76470623,710,O,M,5,R,C,14,2,MR,13,NO,25,B,30,10,SP
21004401,3d,-70.7698245,45.8041336,470,S,H,5,R,B,4,1,MD,8,NO,25,NO,NO,10,NON_SP
21004402,3d,-70.77392645,45.8042813,460,O,H,5,R,A,3,3,MD,7,NO,30,B,50,10,NON_SP
21004403,3d,-70.77701389,45.80439533,460,O,H,5,R,B,4,3,MR,10,NO,55,B,50,10,NON_SP
21004404,3d,-70.78223176,45.80458501,450,O,M,5,R,B,4,3,MU,8,NO,35,B,50,10,NON_SP
21004405,3d,-70.78477597,45.80467768,440,O,B,5,R,B,6,3,MR,6,NO,25,B,50,10,NON_SP
21004501,3d,-70.91338677,45.85159583,410,E,M,4,R,B,5,0,MD,6,NO,40,B,VIN,10,NON_SP
21004502,3d,-70.91260458,45.85241747,400,E,M,5,R,B,6,2,MU,6,NO,30,C,JIN,10,NON_SP
21004503,3d,-70.91090313,45.85420068,390,N,M,5,R,B,4,3,MU,13,NO,65,C,50,10,SP
21004504,3d,-70.90947591,45.85569495,380,N,B,5,R,B,4,3,MD,17,NO,40,C,50,10,NON_SP
21004505,3d,-70.90591275,45.85942829,360,Totale,B,0,R,A,0,0,SO,99,NO,0,C,70,10,NON_SP
21004506,3d,-70.90523576,45.86013702,350,Totale,B,0,R,A,0,0,SO,62,NO,0,D,70,10,NON_SP
21004601,3d,-70.90257275,45.90644059,460,N,H,7,R,A,2,2,AN,14,NO,35,D,50,10,NON_SP
21004602,3d,-70.90338191,45.90426927,450,Totale,H,0,R,A,0,0,MR,7,NO,30,C,70,10,NON_SP
21004603,3d,-70.90455768,45.90289745,450,N,H,7,I,A,2,0,MR,6,NO,35,B,70,10,NON_SP
21004604,3d,-70.90535383,45.90072616,450,O,H,5,R,A,3,1,MR,5,NO,70,C,50,10,NON_SP
21004605,3d,-70.90601079,45.89891526,440,O,H,5,R,A,2,3,NO,NO,NO,50,NO,NO,10,NON_SP
21004606,3d,-70.90653989,45.89724879,440,Totale,H,0,R,A,3,0,MR,14,NO,70,NO,NO,10,NON_SP
21004701,3d,-70.81900985,45.97321574,430,O,H,5,R,B,8,2,MR,12,NO,35,B,90,10,NON_SP
21004702,3d,-70.81772319,45.97387616,430,Totale,H,3,X,A,2,0,MR,4,NO,35,B,70,10,NON_SP
21004703,3d,-70.81675823,45.97438271,430,E,H,6,C,A,3,1,AN,4,NO,65,C,90,30,NON_SP
21004704,3d,-70.81067127,45.97741364,420,Totale,H,0,R,A,0,0,AN,11,NO,45,C,50,10,NON_SP
21004705,3d,-70.80911419,45.97821866,420,Totale,H,0,R,A,0,0,MR,3,NO,35,C,70,10,NON_SP
21004706,3d,-70.80883118,45.97838138,420,Totale,H,0,R,A,0,0,MR,9,NO,20,C,50,10,NON_SP
21004801,3d,-70.72804303,45.90626532,360,Totale,M,0,R,A,0,0,MR,25,NO,30,B,70,10,NON_SP
21004802,3d,-70.72723379,45.90694176,360,N,M,4,R,B,4,1,MR,9,NO,25,B,120,10,NON_SP
21004803,3d,-70.72282829,45.91080149,350,Totale,M,0,R,A,0,0,TO,8,NO,35,C,70,10,NON_SP
21004804,3d,-70.72105578,45.91238855,340,Totale,B,0,R,A,2,0,MR,6,NO,55,B,30,10,NON_SP
21004805,3d,-70.71924429,45.91392166,330,O,B,5,R,B,8,1,MR,8,NO,35,B,90,10,NON_SP
21004806,3d,-70.71526188,45.91746536,310,Totale,B,0,R,A,0,0,MR,9,NO,70,B,90,10,NON_SP
21004901,3d,-70.59647795,45.90151234,350,Totale,M,0,R,A,0,0,MU,9,NO,35,C,10,10,NON_SP
21004902,3d,-70.59807616,45.90158296,340,Totale,M,0,R,A,0,0,MD,5,NO,40,NO,10,10,NON_SP
21004903,3d,-70.60098896,45.9016704,340,O,M,5,R,C,12,2,MR,11,NO,25,C,70,10,NON_SP
21004904,3d,-70.60262581,45.90172293,320,O,B,5,R,C,10,2,MD,7,NO,60,C,70,10,NON_SP
21004905,3d,-70.6051778,45.90182858,310,N,B,5,I,B,8,0,MD,7,NO,5,C,50,10,NON_SP
21004906,3d,-70.60907017,45.9019509,310,O,B,5,R,C,12,1,MD,8,NO,10,B,JIN,10,NON_SP
21005001,3d,-70.52791289,45.89742866,500,N,H,4,C,C,9,0,MU,3,NO,20,B,30,10,NON_SP
21005002,3d,-70.5179899,45.89702575,490,S,M,5,R,C,10,2,MD,6,NO,20,B,VIN,10,NON_SP
21005003,3d,-70.51609551,45.89690906,480,E,M,5,R,C,11,0,MD,4,NO,35,B,JIN,10,NON_SP
21005004,3d,-70.51389186,45.89683737,470,E,M,7,C,C,11,2,MD,4,NO,20,A,VIN,10,NON_SP
21005005,3d,-70.5113145,45.89672068,450,E,B,5,R,C,9,2,MD,9,NO,20,B,VIN,10,NON_SP
21005006,3d,-70.50903354,45.89663091,440,E,B,6,R,B,4,0,MR,12,NO,15,B,70,10,NON_SP
21005101,3d,-70.6559622,45.84048142,290,E,M,5,R,B,6,2,MR,13,NO,40,C,70,10,NON_SP
21005102,3d,-70.65466204,45.83978585,290,N,M,4,R,B,6,0,MR,6,NO,25,C,70,10,NON_SP
21005103,3d,-70.65289216,45.83883895,290,E,M,5,R,B,4,0,MR,10,NO,20,B,70,21,NON_SP
21005104,3d,-70.65042095,45.83751954,290,E,M,5,R,A,3,0,MR,15,NO,10,C,70,10,NON_SP
21005105,3d,-70.64482909,45.83404907,260,N,B,5,R,C,14,0,MD,7,NO,20,B,JIN,10,NON_SP
21005106,3d,-70.64271644,45.83294949,260,S,B,5,R,A,2,0,MR,10,NO,10,B,50,10,NON_SP
21005201,3d,-70.64198796,45.7797725,355,E,H,4,R,B,7,1,MR,8,NO,25,B,50,10,NON_SP
21005202,3d,-70.63962703,45.77962694,350,S,H,5,R,B,5,0,MR,11,NO,25,C,50,10,NON_SP
21005203,3d,-70.63686339,45.77945483,325,E,M,5,R,D,17,3,MD,8,NO,20,A,VIN,10,NON_SP
21005204,3d,-70.63297238,45.77921648,290,Totale,B,0,R,A,0,0,MR,11,NO,0,NO,10,10,NON_SP
21005205,3d,-70.63047204,45.77906189,285,Totale,B,6,R,A,0,0,TO,10,NO,40,NO,10,10,NON_SP
21005206,3d,-70.62590827,45.77877908,280,Totale,B,0,R,A,0,0,MR,6,NO,30,D,50,10,NON_SP
21005301,3d,-70.52201715,45.80480548,380,O,B,5,R,B,7,2,MR,8,NO,50,NO,NO,10,NON_SP
21005302,3d,-70.51726011,45.80341612,400,O,B,5,R,B,8,2,MR,7,NO,45,D,90,10,NON_SP
21005303,3d,-70.51614357,45.80309235,420,N,M,5,R,C,14,3,MR,6,NO,35,C,VIN,10,NON_SP
21005304,3d,-70.50988237,45.80126198,470,O,H,5,R,B,6,2,MR,8,NO,25,B,VIN,10,NON_SP
21005305,3d,-70.50784204,45.80066378,480,N,H,5,R,B,7,1,MR,8,NO,35,B,VIN,10,NON_SP
21005306,3d,-70.50568355,45.80003405,490,O,H,5,R,B,6,3,MR,7,NO,40,D,90,10,NON_SP
21005401,3d,-71.08353566,45.90527709,320,N,M,5,R,B,7,1,MR,8,NO,30,C,70,10,NON_SP
21005402,3d,-71.08194861,45.90387703,320,E,M,5,R,B,7,1,MR,25,NO,10,B,70,10,NON_SP
21005403,3d,-71.08056222,45.90265138,310,E,B,5,R,B,6,3,TO,39,NO,25,B,50,10,NON_SP
21005404,3d,-71.07914379,45.90139888,300,Totale,B,0,R,A,0,0,TO,23,NO,5,B,50,10,NON_SP
21005405,3d,-71.07659752,45.89914881,300,Totale,B,0,R,A,0,0,SO,99,NO,0,C,50,10,NON_SP
21005406,3d,-71.07537614,45.89806623,300,Totale,B,0,R,A,0,0,SO,99,NO,0,C,50,10,NON_SP
21005501,3d,-71.19372966,45.82844505,300,Totale,B,7,R,A,2,0,MR,9,NO,20,C,50,10,NON_SP
21005502,3d,-71.1948441,45.8300849,310,N,B,7,R,A,2,0,MD,4,NO,20,B,50,10,NON_SP
21005503,3d,-71.1956573,45.83130367,310,E,B,7,R,B,8,3,MD,8,NO,20,B,70,10,NON_SP
21005504,3d,-71.19650927,45.83253119,330,E,B,5,R,D,18,3,MD,5,NO,25,B,VIN,10,NON_SP
21005505,3d,-71.19814862,45.83495962,350,E,M,5,R,C,10,3,MD,4,NO,30,A,VIN,10,NON_SP
21005506,3d,-71.199788,45.83737904,340,O,M,7,R,B,5,1,MR,8,NO,15,B,50,10,NON_SP
21005601,3d,-71.12032818,45.75901578,390,N,M,5,R,C,10,1,MD,8,NO,20,C,VIN,10,NON_SP
21005602,3d,-71.12228807,45.75839325,380,O,M,5,R,B,5,2,MD,7,NO,40,A,30,10,NON_SP
21005603,3d,-71.12433709,45.75769822,370,O,M,5,R,B,6,3,MD,8,NO,25,B,30,10,NON_SP
21005604,3d,-71.13280247,45.75490725,320,O,B,5,R,B,4,3,MR,11,NO,65,C,10,10,NON_SP
21005605,3d,-71.13396804,45.75454086,320,O,B,5,R,B,5,3,MR,11,NO,45,D,10,10,NON_SP
21005606,3d,-71.13631177,45.75378999,310,Totale,B,0,R,A,0,0,MR,14,NO,15,D,50,10,NON_SP
21005701,3d,-71.19976556,45.85304453,350,N,M,7,R,C,13,1,MU,4,NO,35,A,VIN,10,NON_SP
21005702,3d,-71.20389798,45.8570502,360,N,M,5,R,B,7,3,MR,8,NO,25,B,VIN,10,NON_SP
21005703,3d,-71.2065575,45.85961618,340,N,M,5,R,B,5,1,MD,7,NO,20,B,50,10,NON_SP
21005704,3d,-71.20726233,45.86035865,330,N,B,5,R,B,8,3,MR,12,NO,30,B,70,10,NON_SP
21005705,3d,-71.20950584,45.86259421,325,E,B,4,R,C,11,0,MR,13,NO,15,B,JIN,10,NON_SP
21005801,3d,-71.36732986,45.78961582,260,E,B,5,R,A,3,1,MD,5,NO,20,A,70,10,NON_SP
21005802,3d,-71.36853151,45.78991712,260,N,B,3,X,A,3,0,MD,6,NO,15,A,90,10,NON_SP
21005803,3d,-71.3702913,45.79036262,260,Totale,B,0,R,A,0,0,MR,11,NO,40,A,30,10,NON_SP
21005804,3d,-71.3715309,45.7906726,260,Totale,B,0,R,A,2,0,MR,12,NO,45,B,90,10,NON_SP
21005805,3d,-71.37448663,45.79141935,260,S,B,5,R,A,2,2,MR,5,NO,35,B,50,10,NON_SP
21005806,3d,-71.37757797,45.79219647,260,Totale,B,0,R,A,0,0,MR,11,NO,30,C,50,10,NON_SP
21005807,3d,-71.38112869,45.79309143,260,O,B,5,R,A,3,2,MU,12,NO,30,B,10,10,NON_SP
21006001,3d,-71.32027242,45.81707876,270,Totale,B,0,R,A,0,0,MU,8,NO,75,D,30,10,NON_SP
21006002,3d,-71.31583495,45.8176909,280,N,B,5,R,B,4,2,MR,23,NO,40,B,70,10,NON_SP
21006003,3d,-71.31453062,45.81787117,280,N,B,5,R,B,4,2,MR,28,NO,40,C,10,10,NON_SP
21006004,3d,-71.31320504,45.81805607,290,O,B,5,R,B,8,1,MU,19,NO,15,C,50,10,NON_SP
21006005,3d,-71.30497825,45.81840676,310,N,M,5,R,B,6,1,MR,8,NO,45,B,30,10,NON_SP
21006006,3d,-71.30365485,45.81856455,310,N,H,5,R,B,6,2,MR,12,NO,55,B,50,10,NON_SP
21006101,3d,-71.53547358,45.91276065,410,S,H,5,R,B,7,2,MR,10,NO,30,A,90,10,NON_SP
21006102,3d,-71.53259141,45.9137405,400,E,H,5,R,D,18,1,MD,10,NO,35,A,90,10,NON_SP
21006103,3d,-71.5314125,45.91412006,400,Totale,H,0,R,A,3,0,MR,8,NO,35,NO,10,10,NON_SP
21006104,3d,-71.52799183,45.91526662,390,Totale,H,0,R,A,2,0,MR,6,NO,45,NO,10,10,NON_SP
21006105,3d,-71.52565981,45.91603439,390,Totale,M,0,R,A,0,0,MR,9,NO,60,NO,10,10,NON_SP
21006106,3d,-71.52358402,45.91671884,390,Totale,M,0,R,A,0,0,MR,10,NO,35,NO,10,10,NON_SP
21006301,3d,-71.71363757,45.93663299,400,E,H,5,R,D,18,3,MU,34,NO,55,A,JIN,10,NON_SP
21006302,3d,-71.71557801,45.93690929,430,E,H,5,R,D,20,3,MD,6,NO,45,B,JIN,10,NON_SP
21006303,3d,-71.7179213,45.93732523,480,S,H,5,R,D,18,2,MR,4,NO,60,C,VIN,10,NON_SP
21006304,3d,-71.71935718,45.93752586,500,E,H,5,R,D,24,1,MD,7,NO,40,C,VIN,10,NON_SP
21006305,3d,-71.72430039,45.9382918,480,O,H,5,R,D,27,2,MR,4,NO,65,NO,NO,10,NON_SP
21006306,3d,-71.72554251,45.93847644,450,O,H,5,R,D,26,3,MR,8,NO,65,NO,NO,10,NON_SP
21006401,3d,-71.55675001,45.99186319,550,N,H,5,R,B,6,2,MR,6,NO,50,C,50,10,NON_SP
21006402,3d,-71.56045573,45.99190984,560,E,H,5,R,C,11,2,MR,5,NO,30,D,30,10,NON_SP
21006403,3d,-71.56183794,45.99195999,570,E,H,5,R,B,5,2,MR,7,NO,20,D,30,10,NON_SP
21006404,3d,-71.55959283,45.99336648,540,N,M,5,R,C,13,3,MR,7,NO,45,NO,NO,10,NON_SP
21006405,3d,-71.55636699,45.99479999,510,E,H,5,R,C,9,3,MR,6,NO,30,C,10,10,NON_SP
21006406,3d,-71.55472837,45.99552594,500,N,H,5,R,D,19,3,MR,6,NO,40,B,50,10,NON_SP
21007501,3d,-71.32926636,45.60356034,390,O,M,5,R,B,6,3,MR,5,NO,20,NO,10,10,NON_SP
21007502,3d,-71.32686176,45.60281291,390,E,M,3,X,B,5,2,MU,10,NO,30,NO,10,10,NON_SP
21007503,3d,-71.32459106,45.60210946,390,E,M,5,R,C,9,2,MU,4,NO,20,NO,10,10,NON_SP
21007504,3d,-71.31867195,45.60027139,390,S,M,4,X,C,10,0,MD,9,NO,15,A,VIN,10,NON_SP
21007505,3d,-71.3163548,45.59955462,380,E,M,6,R,C,15,3,MD,5,NO,35,C,90,10,NON_SP
21007506,3d,-71.31511261,45.59916756,380,N,M,7,X,A,2,0,MD,4,NO,30,B,VIN,10,NON_SP
21007601,3d,-71.27177198,45.61733918,440,N,M,6,R,A,2,0,MR,12,NO,25,B,90,10,NON_SP
21007602,3d,-71.27135169,45.6148585,470,N,M,5,R,B,6,2,MR,16,NO,35,B,VIN,10,NON_SP
21007603,3d,-71.27110382,45.61339345,470,O,M,3,X,D,20,0,MR,8,NO,70,C,50,10,NON_SP
21007604,3d,-71.27079216,45.61155541,430,S,M,5,X,B,6,2,MD,9,NO,20,B,VIN,10,NON_SP
21007605,3d,-71.27011087,45.60753328,390,S,B,4,R,C,12,3,MD,6,NO,40,B,VIN,10,NON_SP
21007606,3d,-71.26977329,45.60553793,390,Totale,B,0,R,A,1,0,MR,14,NO,25,B,30,10,NON_SP
21007701,3d,-71.19229102,45.72795918,380,E,B,5,R,D,27,3,MD,6,NO,55,A,VIN,10,NON_SP
21007702,3d,-71.19212774,45.72549919,420,N,B,5,R,C,13,3,MR,4,NO,60,A,50,10,NON_SP
21007703,3d,-71.19196197,45.72299873,470,N,M,4,X,C,14,1,MR,10,NO,30,A,70,10,NON_SP
21007704,3d,-71.19187271,45.72165405,480,O,M,4,R,C,9,1,MD,11,NO,25,A,70,10,NON_SP
21007705,3d,-71.19166083,45.71845651,450,O,M,5,I,C,15,1,MR,20,NO,20,NO,NO,10,NON_SP
21007706,3d,-71.19158589,45.7173277,440,Totale,M,0,R,A,1,0,TO,21,NO,15,NO,10,10,NON_SP
21007801,3d,-71.07745644,45.73120676,460,S,M,5,R,C,10,3,MU,12,NO,35,B,30,10,NON_SP
21007802,3d,-71.07666533,45.73244349,470,S,M,5,R,B,5,2,MR,7,NO,25,C,30,10,NON_SP
21007803,3d,-71.07550745,45.73425344,470,E,M,4,R,B,4,0,MU,11,NO,30,C,30,10,NON_SP
21007804,3d,-71.07449968,45.73582868,460,E,M,8,R,B,5,1,MD,5,NO,30,C,50,10,NON_SP
21007805,3d,-71.07278672,45.73850521,450,E,M,5,R,C,10,2,MU,13,NO,35,B,VIN,10,NON_SP
21007806,3d,-71.07169319,45.74021132,440,Totale,M,7,R,A,2,3,SO,43,NO,0,B,50,10,NON_SP
21007901,3d,-71.04246648,45.64341236,480,Totale,M,0,R,A,1,0,TO,12,NO,25,D,50,10,NON_SP
21007902,3d,-71.0425302,45.64544565,480,Totale,M,0,R,A,1,0,MR,13,NO,25,C,50,10,NON_SP
21007903,3d,-71.04259963,45.64765438,480,Totale,M,0,R,A,1,0,MR,29,NO,15,D,50,10,NON_SP
21007904,3d,-71.04262805,45.64856307,480,O,M,7,R,A,3,1,MR,8,NO,20,D,30,10,NON_SP
21007905,3d,-71.04273931,45.65211233,500,O,M,5,R,B,8,2,MD,13,NO,35,C,VIN,10,NON_SP
21007906,3d,-71.04277636,45.65329092,500,O,M,4,R,B,6,0,MU,8,NO,69,B,10,10,NON_SP
21008001,3d,-71.16860157,45.57556715,480,O,B,5,R,B,8,0,MR,9,NO,50,D,90,10,NON_SP
21008002,3d,-71.17000928,45.57493352,480,O,B,7,R,B,7,2,MR,17,NO,40,D,50,10,NON_SP
21008003,3d,-71.17398621,45.57313746,470,Totale,B,0,R,A,1,0,MR,7,NO,45,C,30,10,NON_SP
21008004,3d,-71.17731979,45.57163302,470,O,B,5,R,B,8,1,MR,6,NO,40,A,30,10,NON_SP
21008005,3d,-71.17989522,45.57047043,460,Totale,B,6,R,A,2,0,MR,7,NO,45,NO,10,10,NON_SP
21008006,3d,-71.18159274,45.56970445,460,Totale,B,0,R,A,0,0,SO,99,NO,0,C,10,10,NON_SP
21008101,3d,-71.10530549,45.58094115,580,E,H,5,R,D,18,2,MD,8,NO,30,A,30,10,NON_SP
21008102,3d,-71.10834798,45.58006115,600,N,H,4,R,B,5,0,MD,3,NO,20,C,JIN,10,NON_SP
21008103,3d,-71.11244017,45.578874,570,O,H,5,R,C,12,2,MD,8,NO,15,C,VIN,10,NON_SP
21008104,3d,-71.11513637,45.57809466,550,S,M,5,R,C,10,2,MD,6,NO,15,C,VIN,10,NON_SP
21008105,3d,-71.11726706,45.57747578,550,S,M,5,R,C,10,2,MR,6,NO,20,D,JIN,10,NON_SP
21008106,3d,-71.11952167,45.57682469,540,S,M,5,R,C,12,3,MU,10,NO,10,B,30,10,NON_SP
21008201,3d,-71.05203312,45.52582162,510,E,M,4,R,B,4,0,MD,6,NO,15,C,JIN,10,NON_SP
21008202,3d,-71.04951048,45.52599575,500,E,M,5,R,C,9,3,MD,6,NO,20,A,VIN,10,NON_SP
21008203,3d,-71.04547838,45.52627153,470,E,M,5,R,B,6,3,MD,7,NO,20,B,VIN,10,NON_SP
21008204,3d,-71.03933837,45.52669662,460,Totale,B,0,R,A,2,0,TO,9,NO,30,C,10,10,NON_SP
21008205,3d,-71.03650458,45.52688993,450,E,B,4,R,B,7,0,MR,6,NO,45,C,10,10,NON_SP
21008206,3d,-71.03357045,45.52709264,440,Totale,B,0,R,A,1,0,MR,7,NO,50,NO,NO,10,NON_SP
21008301,3d,-70.55650289,45.7171169,500,E,B,5,R,C,15,3,MU,10,NO,20,B,70,10,NON_SP
21008302,3d,-70.55662034,45.71575813,520,E,B,5,R,C,12,3,MD,4,NO,40,B,VIN,10,NON_SP
21008303,3d,-70.5568933,45.71259517,560,E,M,4,X,D,26,2,MD,3,NO,55,NO,NO,10,NON_SP
21008304,3d,-70.55704801,45.71079997,580,S,M,4,R,B,8,0,MD,10,NO,35,NO,NO,10,NON_SP
21008305,3d,-70.55716662,45.7094232,570,S,M,5,R,B,8,3,MR,8,NO,35,B,50,10,NON_SP
21008306,3d,-70.55749187,45.70565283,500,Totale,B,0,R,A,0,0,SO,99,NO,0,D,50,10,NON_SP
21008401,3d,-70.60191003,45.64204534,500,O,B,5,R,C,15,3,MR,10,NO,60,C,50,10,NON_SP
21008402,3d,-70.60031341,45.64277111,520,O,M,5,R,B,6,2,MR,11,NO,55,NO,10,10,NON_SP
21008403,3d,-70.59715332,45.64421356,550,S,M,6,R,B,7,0,MR,6,NO,30,A,JIN,10,NON_SP
21008404,3d,-70.59469961,45.64574081,520,E,M,5,R,D,20,3,MD,4,NO,25,A,JIN,10,NON_SP
21008405,3d,-70.59204492,45.64703422,490,N,B,5,R,C,13,3,MR,7,NO,45,NO,NO,10,NON_SP
21008406,3d,-70.59020696,45.64793101,490,N,B,7,R,C,10,3,MR,11,NO,60,NO,10,10,NON_SP
21008501,3d,-70.72332695,45.56469882,490,S,B,5,R,B,4,1,MR,11,NO,25,D,JIN,10,NON_SP
21008502,3d,-70.72112491,45.56464012,480,S,B,5,R,B,4,3,MR,17,NO,25,D,JIN,10,NON_SP
21008503,3d,-70.71666037,45.5645182,510,O,B,5,R,C,9,3,MD,8,NO,15,A,VIN,10,NON_SP
21008504,3d,-70.71469215,45.56446343,520,O,M,5,R,C,15,3,MR,2,NO,25,B,VIN,10,NON_SP
21008505,3d,-70.71023883,45.56433673,550,O,M,5,R,C,10,3,MR,10,NO,25,B,50,10,NON_SP
21008506,3d,-70.70710114,45.56424798,560,S,M,5,C,D,16,2,MR,9,NO,25,A,JIN,10,NON_SP
21008601,3d,-70.9666634,45.57558528,500,O,M,7,R,A,3,3,MR,16,NO,30,B,50,10,NON_SP
21008602,3d,-70.96100111,45.57527533,510,O,M,5,R,A,3,1,MR,8,NO,25,B,30,10,NON_SP
21008603,3d,-70.95902863,45.5751663,510,Totale,M,5,R,A,2,3,MR,7,NO,25,D,30,10,NON_SP
21008604,3d,-70.95650817,45.57502793,510,Totale,M,0,R,A,2,0,MR,9,NO,30,B,10,10,NON_SP
21008605,3d,-70.9545301,45.57491883,520,O,M,5,R,A,3,1,MR,8,NO,30,B,50,10,NON_SP
21008606,3d,-70.95291817,45.57483075,520,Totale,M,0,R,A,1,0,MR,8,NO,35,C,10,10,NON_SP
21008701,3d,-70.91735958,45.53437013,460,E,B,5,R,B,5,1,MU,20,NO,25,A,70,10,NON_SP
21008702,3d,-70.91774416,45.53259605,470,E,B,5,R,C,11,1,MU,25,NO,20,A,50,10,NON_SP
21008703,3d,-70.91803546,45.53124972,490,E,M,5,R,C,10,3,MU,18,NO,35,C,30,10,NON_SP
21008704,3d,-70.91874761,45.5279582,490,E,M,4,X,D,18,2,MR,10,NO,20,A,70,10,NON_SP
21008705,3d,-70.91907443,45.52644527,510,Totale,M,3,X,A,2,0,MR,10,NO,55,A,50,10,NON_SP
21008706,3d,-70.9194589,45.52467118,510,S,M,4,R,B,5,0,MR,26,NO,25,C,70,10,NON_SP
21008801,3d,-70.77235776,45.59212279,450,N,M,5,R,B,5,1,MR,11,NO,25,B,50,10,NON_SP
21008802,3d,-70.77117039,45.59216161,450,N,M,5,R,B,5,2,MR,8,NO,25,B,JIN,10,NON_SP
21008803,3d,-70.76472608,45.59236119,470,E,M,5,R,D,18,2,MR,8,NO,20,D,JIN,10,NON_SP
21008804,3d,-70.7631178,45.59240989,480,E,M,5,R,C,12,1,MR,8,NO,25,D,JIN,10,NON_SP
21008805,3d,-70.76059284,45.59248767,470,E,M,5,R,C,12,3,MU,11,NO,15,NO,10,10,NON_SP
21008806,3d,-70.75934578,45.5925265,460,E,M,5,R,B,7,3,NO,NO,NO,25,NO,10,10,NON_SP
21008901,3d,-70.82882432,45.64830324,410,Totale,B,0,R,A,0,0,TO,11,NO,15,NO,10,10,NON_SP
21008902,3d,-70.82864138,45.64533436,410,Totale,B,0,R,A,0,0,TO,17,NO,25,C,50,10,NON_SP
21008903,3d,-70.828559,45.64399836,400,S,B,5,R,A,3,1,TO,14,NO,15,C,50,10,NON_SP
21008904,3d,-70.82847705,45.64266686,400,Totale,B,0,R,A,0,0,TO,18,NO,15,C,50,10,NON_SP
21008905,3d,-70.82819938,45.63815955,370,Totale,B,0,R,A,0,0,TO,38,NO,35,D,50,10,NON_SP
21008906,3d,-70.82809045,45.63639172,360,Totale,B,0,R,A,0,0,SO,99,NO,0,C,30,10,NON_SP
21009001,3d,-70.96254597,45.6760584,560,S,M,5,R,C,13,3,MR,7,NO,40,B,50,10,NON_SP
21009002,3d,-70.9636131,45.67559067,550,S,M,5,R,D,20,3,MU,8,NO,50,B,50,10,NON_SP
21009003,3d,-70.96689392,45.6741511,530,S,M,5,R,B,6,3,MR,7,NO,35,B,50,10,NON_SP
21009004,3d,-70.96846135,45.67346532,520,O,M,5,R,C,11,2,MU,17,NO,45,B,50,10,NON_SP
21009005,3d,-70.97396377,45.67104911,490,O,B,5,R,B,5,3,MU,25,NO,35,B,50,10,NON_SP
21009006,3d,-70.97610442,45.6701089,470,Totale,B,0,R,A,0,0,SO,99,NO,0,NO,10,10,NON_SP
21009101,3d,-70.62487755,45.63189505,510,Totale,B,0,R,A,2,0,MR,4,NO,20,NO,10,10,NON_SP
21009102,3d,-70.62380046,45.63238663,520,Totale,B,0,R,A,3,0,MR,13,NO,50,NO,10,10,NON_SP
21009103,3d,-70.6211433,45.63360423,530,O,M,5,R,C,11,2,MR,15,NO,35,NO,10,10,NON_SP
21009104,3d,-70.61952195,45.6343438,550,N,M,5,R,B,7,2,MR,13,NO,45,NO,10,10,NON_SP
21009105,3d,-70.6184764,45.63482179,550,N,M,7,R,B,5,2,SO,45,NO,0,NO,NO,10,NON_SP
21009201,3d,-70.52595595,45.72936532,530,E,M,5,R,C,13,3,MU,6,NO,15,A,10,10,NON_SP
21009202,3d,-70.52715229,45.72905911,540,S,M,5,R,C,9,2,MD,6,NO,25,B,10,10,NON_SP
21009203,3d,-70.53251035,45.727699,550,S,M,5,I,B,4,0,MR,14,NO,35,B,30,10,NON_SP
21009204,3d,-70.53375157,45.72738371,540,N,M,5,I,B,6,0,MD,8,NO,35,B,30,10,NON_SP
21009205,3d,-70.53552105,45.72693327,540,N,M,5,R,B,6,0,MR,14,NO,25,D,50,10,NON_SP
21009206,3d,-70.53739046,45.72645577,530,O,M,7,R,A,1,0,MR,16,NO,15,C,30,10,NON_SP
21009301,3d,-70.89491578,45.36184932,570,E,B,5,R,A,3,2,MR,19,NO,10,C,50,10,NON_SP
21009302,3d,-70.89511218,45.36313094,560,E,B,5,R,A,3,3,MR,10,NO,45,B,30,10,NON_SP
21009303,3d,-70.89538799,45.36492972,560,E,B,5,R,B,7,3,MD,5,NO,35,B,VIN,10,NON_SP
21009304,3d,-70.8956726,45.36678696,540,E,B,5,R,B,5,3,MD,5,NO,50,A,70,10,NON_SP
21009305,3d,-70.89593717,45.36851378,530,O,B,6,R,A,2,3,MD,10,NO,40,C,50,10,NON_SP
21009306,3d,-70.89620382,45.37024959,520,N,B,7,R,D,18,2,MR,15,NO,65,B,50,10,NON_SP
21009307,3d,-70.89645543,45.37188647,530,N,B,8,I,C,9,1,MU,28,NO,50,B,50,10,SP
21009401,3d,-70.66132322,45.40871599,600,N,M,7,R,C,15,3,MR,13,NO,65,B,VIN,10,NON_SP
21009402,3d,-70.66377168,45.40609391,610,E,M,5,R,B,4,2,MR,8,NO,70,C,70,10,NON_SP
21009403,3d,-70.66489315,45.40489099,620,E,M,5,R,C,11,2,MR,8,NO,40,B,70,10,NON_SP
